card_id,anki_note_id,ord
1497484862932,1497484861217,0
1497484862933,1497484861217,1
1497484862934,1497484861218,0
1497484862935,1497484861218,1
1497484862936,1497484861219,0
1497484862937,1497484861219,1
1497484862938,1497484861220,0
1497484862939,1497484861220,1
1497484862940,1497484861221,0
1497484862941,1497484861221,1
1497484862942,1497484861222,0
1497484862943,1497484861222,1
1497484862944,1497484861223,0
1497484862945,1497484861223,1
1497484862946,1497484861224,0
1497484862947,1497484861224,1
1497484862948,1497484861225,0
1497484862949,1497484861225,1
1497484862950,1497484861226,0
1497484862951,1497484861226,1
1497484862952,1497484861227,0
1497484862953,1497484861227,1
1497484862954,1497484861228,0
1497484862955,1497484861228,1
1497484862956,1497484861229,0
1497484862957,1497484861229,1
1497484862958,1497484861230,0
1497484862959,1497484861230,1
1497484862960,1497484861231,0
1497484862961,1497484861231,1
1497484862962,1497484861232,0
1497484862963,1497484861232,1
1497484862964,1497484861233,0
1497484862965,1497484861233,1
1497484862966,1497484861234,0
1497484862967,1497484861234,1
1497484862968,1497484861235,0
1497484862969,1497484861235,1
1497484862970,1497484861236,0
1497484862971,1497484861236,1
1497484862972,1497484861237,0
1497484862973,1497484861237,1
1497484862974,1497484861238,0
1497484862975,1497484861238,1
1497484862976,1497484861239,0
1497484862977,1497484861239,1
1497484862978,1497484861240,0
1497484862979,1497484861240,1
1497484862980,1497484861241,0
1497484862981,1497484861241,1
1497484862982,1497484861242,0
1497484862983,1497484861242,1
1497484862984,1497484861243,0
1497484862985,1497484861243,1
1497484862986,1497484861244,0
1497484862987,1497484861244,1
1497484862988,1497484861245,0
1497484862989,1497484861245,1
1497484862990,1497484861246,0
1497484862991,1497484861246,1
1497484862992,1497484861247,0
1497484862993,1497484861247,1
1497484862994,1497484861248,0
1497484862995,1497484861248,1
1497484862996,1497484861249,0
1497484862997,1497484861249,1
1497484862998,1497484861250,0
1497484862999,1497484861250,1
1497484863000,1497484861251,0
1497484863001,1497484861251,1
1497484863002,1497484861252,0
1497484863003,1497484861252,1
1497484863004,1497484861253,0
1497484863005,1497484861253,1
1497484863006,1497484861254,0
1497484863007,1497484861254,1
1497484863008,1497484861255,0
1497484863009,1497484861255,1
1497484863010,1497484861256,0
1497484863011,1497484861256,1
1497484863012,1497484861257,0
1497484863013,1497484861257,1
1497484863014,1497484861258,0
1497484863015,1497484861258,1
1497484863016,1497484861259,0
1497484863017,1497484861259,1
1497484863018,1497484861260,0
1497484863019,1497484861260,1
1497484863020,1497484861261,0
1497484863021,1497484861261,1
1497484863022,1497484861262,0
1497484863023,1497484861262,1
1497484863024,1497484861263,0
1497484863025,1497484861263,1
1497484863026,1497484861264,0
1497484863027,1497484861264,1
1497484863028,1497484861265,0
1497484863029,1497484861265,1
1497484863030,1497484861266,0
1497484863031,1497484861266,1
1497484863032,1497484861267,0
1497484863033,1497484861267,1
1497484863034,1497484861268,0
1497484863035,1497484861268,1
1497484863036,1497484861269,0
1497484863037,1497484861269,1
1497484863038,1497484861270,0
1497484863039,1497484861270,1
1497484863040,1497484861271,0
1497484863041,1497484861271,1
1497484863042,1497484861272,0
1497484863043,1497484861272,1
1497484863044,1497484861273,0
1497484863045,1497484861273,1
1497484863046,1497484861274,0
1497484863047,1497484861274,1
1497484863048,1497484861275,0
1497484863049,1497484861275,1
1497484863050,1497484861276,0
1497484863051,1497484861276,1
1497484863052,1497484861277,0
1497484863053,1497484861277,1
1497484863054,1497484861278,0
1497484863055,1497484861278,1
1497484863056,1497484861279,0
1497484863057,1497484861279,1
1497484863058,1497484861280,0
1497484863059,1497484861280,1
1497484863060,1497484861281,0
1497484863061,1497484861281,1
1497484863062,1497484861282,0
1497484863063,1497484861282,1
1497484863064,1497484861283,0
1497484863065,1497484861283,1
1497484863066,1497484861284,0
1497484863067,1497484861284,1
1497484863068,1497484861285,0
1497484863069,1497484861285,1
1497484863070,1497484861286,0
1497484863071,1497484861286,1
1497484863072,1497484861287,0
1497484863073,1497484861287,1
1497484863074,1497484861288,0
1497484863075,1497484861288,1
1497484863076,1497484861289,0
1497484863077,1497484861289,1
1497484863078,1497484861290,0
1497484863079,1497484861290,1
1497484863080,1497484861291,0
1497484863081,1497484861291,1
1497484863082,1497484861292,0
1497484863083,1497484861292,1
1497484863084,1497484861293,0
1497484863085,1497484861293,1
1497484863086,1497484861294,0
1497484863087,1497484861294,1
1497484863088,1497484861295,0
1497484863089,1497484861295,1
1497484863090,1497484861296,0
1497484863091,1497484861296,1
1497484863092,1497484861297,0
1497484863093,1497484861297,1
1497484863094,1497484861298,0
1497484863095,1497484861298,1
1497484863096,1497484861299,0
1497484863097,1497484861299,1
1497484863098,1497484861300,0
1497484863099,1497484861300,1
1497484863100,1497484861301,0
1497484863101,1497484861301,1
1497484863102,1497484861302,0
1497484863103,1497484861302,1
1497484863104,1497484861303,0
1497484863105,1497484861303,1
1497484863106,1497484861304,0
1497484863107,1497484861304,1
1497484863108,1497484861305,0
1497484863109,1497484861305,1
1497484863110,1497484861306,0
1497484863111,1497484861306,1
1497484863112,1497484861307,0
1497484863113,1497484861307,1
1497484863114,1497484861308,0
1497484863115,1497484861308,1
1497484863116,1497484861309,0
1497484863117,1497484861309,1
1497484863118,1497484861310,0
1497484863119,1497484861310,1
1497484863120,1497484861311,0
1497484863121,1497484861311,1
1497484863122,1497484861312,0
1497484863123,1497484861312,1
1497484863124,1497484861313,0
1497484863125,1497484861313,1
1497484863126,1497484861314,0
1497484863127,1497484861314,1
1497484863128,1497484861315,0
1497484863129,1497484861315,1
1497484863130,1497484861316,0
1497484863131,1497484861316,1
1497484863132,1497484861317,0
1497484863133,1497484861317,1
1497484863134,1497484861318,0
1497484863135,1497484861318,1
1497484863136,1497484861319,0
1497484863137,1497484861319,1
1497484863138,1497484861320,0
1497484863139,1497484861320,1
1497484863140,1497484861321,0
1497484863141,1497484861321,1
1497484863142,1497484861322,0
1497484863143,1497484861322,1
1497484863144,1497484861323,0
1497484863145,1497484861323,1
1497484863146,1497484861324,0
1497484863147,1497484861324,1
1497484863148,1497484861325,0
1497484863149,1497484861325,1
1497484863150,1497484861326,0
1497484863151,1497484861326,1
1497484863152,1497484861327,0
1497484863153,1497484861327,1
1497484863154,1497484861328,0
1497484863155,1497484861328,1
1497484863156,1497484861329,0
1497484863157,1497484861329,1
1497484863158,1497484861330,0
1497484863159,1497484861330,1
1497484863160,1497484861331,0
1497484863161,1497484861331,1
1497484863162,1497484861332,0
1497484863163,1497484861332,1
1497484863164,1497484861333,0
1497484863165,1497484861333,1
1497484863166,1497484861334,0
1497484863167,1497484861334,1
1497484863168,1497484861335,0
1497484863169,1497484861335,1
1497484863170,1497484861336,0
1497484863171,1497484861336,1
1497484863172,1497484861337,0
1497484863173,1497484861337,1
1497484863174,1497484861338,0
1497484863175,1497484861338,1
1497484863176,1497484861339,0
1497484863177,1497484861339,1
1497484863178,1497484861340,0
1497484863179,1497484861340,1
1497484863180,1497484861341,0
1497484863181,1497484861341,1
1497484863182,1497484861342,0
1497484863183,1497484861342,1
1497484863184,1497484861343,0
1497484863185,1497484861343,1
1497484863186,1497484861344,0
1497484863187,1497484861344,1
1497484863188,1497484861345,0
1497484863189,1497484861345,1
1497484863190,1497484861346,0
1497484863191,1497484861346,1
1497484863192,1497484861347,0
1497484863193,1497484861347,1
1497484863194,1497484861348,0
1497484863195,1497484861348,1
1497484863196,1497484861349,0
1497484863197,1497484861349,1
1497484863198,1497484861350,0
1497484863199,1497484861350,1
1497484863200,1497484861351,0
1497484863201,1497484861351,1
1497484863202,1497484861352,0
1497484863203,1497484861352,1
1497484863204,1497484861353,0
1497484863205,1497484861353,1
1497484863206,1497484861354,0
1497484863207,1497484861354,1
1497484863208,1497484861355,0
1497484863209,1497484861355,1
1497484863210,1497484861356,0
1497484863211,1497484861356,1
1497484863212,1497484861357,0
1497484863213,1497484861357,1
1497484863214,1497484861358,0
1497484863215,1497484861358,1
1497484863216,1497484861359,0
1497484863217,1497484861359,1
1497484863218,1497484861360,0
1497484863219,1497484861360,1
1497484863220,1497484861361,0
1497484863221,1497484861361,1
1497484863222,1497484861362,0
1497484863223,1497484861362,1
1497484863224,1497484861363,0
1497484863225,1497484861363,1
1497484863226,1497484861364,0
1497484863227,1497484861364,1
1497484863228,1497484861365,0
1497484863229,1497484861365,1
1497484863230,1497484861366,0
1497484863231,1497484861366,1
1497484863232,1497484861367,0
1497484863233,1497484861367,1
1497484863234,1497484861368,0
1497484863235,1497484861368,1
1497484863236,1497484861369,0
1497484863237,1497484861369,1
1497484863238,1497484861370,0
1497484863239,1497484861370,1
1497484863240,1497484861371,0
1497484863241,1497484861371,1
1497484863242,1497484861372,0
1497484863243,1497484861372,1
1497484863244,1497484861373,0
1497484863245,1497484861373,1
1497484863246,1497484861374,0
1497484863247,1497484861374,1
1497484863248,1497484861375,0
1497484863249,1497484861375,1
1497484863250,1497484861376,0
1497484863251,1497484861376,1
1497484863252,1497484861377,0
1497484863253,1497484861377,1
1497484863254,1497484861378,0
1497484863255,1497484861378,1
1497484863256,1497484861379,0
1497484863257,1497484861379,1
1497484863258,1497484861380,0
1497484863259,1497484861380,1
1497484863260,1497484861381,0
1497484863261,1497484861381,1
1497484863262,1497484861382,0
1497484863263,1497484861382,1
1497484863264,1497484861383,0
1497484863265,1497484861383,1
1497484863266,1497484861384,0
1497484863267,1497484861384,1
1497484863268,1497484861385,0
1497484863269,1497484861385,1
1497484863270,1497484861386,0
1497484863271,1497484861386,1
1497484863272,1497484861387,0
1497484863273,1497484861387,1
1497484863274,1497484861388,0
1497484863275,1497484861388,1
1497484863276,1497484861389,0
1497484863277,1497484861389,1
1497484863278,1497484861390,0
1497484863279,1497484861390,1
1497484863280,1497484861391,0
1497484863281,1497484861391,1
1497484863282,1497484861392,0
1497484863283,1497484861392,1
1497484863284,1497484861393,0
1497484863285,1497484861393,1
1497484863286,1497484861394,0
1497484863287,1497484861394,1
1497484863288,1497484861395,0
1497484863289,1497484861395,1
1497484863290,1497484861396,0
1497484863291,1497484861396,1
1497484863292,1497484861397,0
1497484863293,1497484861397,1
1497484863294,1497484861398,0
1497484863295,1497484861398,1
1497484863296,1497484861399,0
1497484863297,1497484861399,1
1497484863298,1497484861400,0
1497484863299,1497484861400,1
1497484863300,1497484861401,0
1497484863301,1497484861401,1
1497484863302,1497484861402,0
1497484863303,1497484861402,1
1497484863304,1497484861403,0
1497484863305,1497484861403,1
1497484863306,1497484861404,0
1497484863307,1497484861404,1
1497484863308,1497484861405,0
1497484863309,1497484861405,1
1497484863310,1497484861406,0
1497484863311,1497484861406,1
1497484863312,1497484861407,0
1497484863313,1497484861407,1
1497484863314,1497484861408,0
1497484863315,1497484861408,1
1497484863316,1497484861409,0
1497484863317,1497484861409,1
1497484863318,1497484861410,0
1497484863319,1497484861410,1
1497484863320,1497484861411,0
1497484863321,1497484861411,1
1497484863322,1497484861412,0
1497484863323,1497484861412,1
1497484863324,1497484861413,0
1497484863325,1497484861413,1
1497484863326,1497484861414,0
1497484863327,1497484861414,1
1497484863328,1497484861415,0
1497484863329,1497484861415,1
1497484863330,1497484861416,0
1497484863331,1497484861416,1
1497484863332,1497484861417,0
1497484863333,1497484861417,1
1497484863334,1497484861418,0
1497484863335,1497484861418,1
1497484863336,1497484861419,0
1497484863337,1497484861419,1
1497484863338,1497484861420,0
1497484863339,1497484861420,1
1497484863340,1497484861421,0
1497484863341,1497484861421,1
1497484863342,1497484861422,0
1497484863343,1497484861422,1
1497484863344,1497484861423,0
1497484863345,1497484861423,1
1497484863346,1497484861424,0
1497484863347,1497484861424,1
1497484863348,1497484861425,0
1497484863349,1497484861425,1
1497484863350,1497484861426,0
1497484863351,1497484861426,1
1497484863352,1497484861427,0
1497484863353,1497484861427,1
1497484863354,1497484861428,0
1497484863355,1497484861428,1
1497484863356,1497484861429,0
1497484863357,1497484861429,1
1497484863358,1497484861430,0
1497484863359,1497484861430,1
1497484863360,1497484861431,0
1497484863361,1497484861431,1
1497484863362,1497484861432,0
1497484863363,1497484861432,1
1497484863364,1497484861433,0
1497484863365,1497484861433,1
1497484863366,1497484861434,0
1497484863367,1497484861434,1
1497484863368,1497484861435,0
1497484863369,1497484861435,1
1497484863370,1497484861436,0
1497484863371,1497484861436,1
1497484863372,1497484861437,0
1497484863373,1497484861437,1
1497484863374,1497484861438,0
1497484863375,1497484861438,1
1497484863376,1497484861439,0
1497484863377,1497484861439,1
1497484863378,1497484861440,0
1497484863379,1497484861440,1
1497484863380,1497484861441,0
1497484863381,1497484861441,1
1497484863382,1497484861442,0
1497484863383,1497484861442,1
1497484863384,1497484861443,0
1497484863385,1497484861443,1
1497484863386,1497484861444,0
1497484863387,1497484861444,1
1497484863388,1497484861445,0
1497484863389,1497484861445,1
1497484863390,1497484861446,0
1497484863391,1497484861446,1
1497484863392,1497484861447,0
1497484863393,1497484861447,1
1497484863394,1497484861448,0
1497484863395,1497484861448,1
1497484863396,1497484861449,0
1497484863397,1497484861449,1
1497484863398,1497484861450,0
1497484863399,1497484861450,1
1497484863400,1497484861451,0
1497484863401,1497484861451,1
1497484863402,1497484861452,0
1497484863403,1497484861452,1
1497484863404,1497484861453,0
1497484863405,1497484861453,1
1497484863406,1497484861454,0
1497484863407,1497484861454,1
1497484863408,1497484861455,0
1497484863409,1497484861455,1
1497484863410,1497484861456,0
1497484863411,1497484861456,1
1497484863412,1497484861457,0
1497484863413,1497484861457,1
1497484863414,1497484861458,0
1497484863415,1497484861458,1
1497484863416,1497484861459,0
1497484863417,1497484861459,1
1497484863418,1497484861460,0
1497484863419,1497484861460,1
1497484863420,1497484861461,0
1497484863421,1497484861461,1
1497484863422,1497484861462,0
1497484863423,1497484861462,1
1497484863424,1497484861463,0
1497484863425,1497484861463,1
1497484863426,1497484861464,0
1497484863427,1497484861464,1
1497484863428,1497484861465,0
1497484863429,1497484861465,1
1497484863430,1497484861466,0
1497484863431,1497484861466,1
1497484863432,1497484861467,0
1497484863433,1497484861467,1
1497484863434,1497484861468,0
1497484863435,1497484861468,1
1497484863436,1497484861469,0
1497484863437,1497484861469,1
1497484863438,1497484861470,0
1497484863439,1497484861470,1
1497484863440,1497484861471,0
1497484863441,1497484861471,1
1497484863442,1497484861472,0
1497484863443,1497484861472,1
1497484863444,1497484861473,0
1497484863445,1497484861473,1
1497484863446,1497484861474,0
1497484863447,1497484861474,1
1497484863448,1497484861475,0
1497484863449,1497484861475,1
1497484863450,1497484861476,0
1497484863451,1497484861476,1
1497484863452,1497484861477,0
1497484863453,1497484861477,1
1497484863454,1497484861478,0
1497484863455,1497484861478,1
1497484863456,1497484861479,0
1497484863457,1497484861479,1
1497484863458,1497484861480,0
1497484863459,1497484861480,1
1497484863460,1497484861481,0
1497484863461,1497484861481,1
1497484863462,1497484861482,0
1497484863463,1497484861482,1
1497484863464,1497484861483,0
1497484863465,1497484861483,1
1497484863466,1497484861484,0
1497484863467,1497484861484,1
1497484863468,1497484861485,0
1497484863469,1497484861485,1
1497484863470,1497484861486,0
1497484863471,1497484861486,1
1497484863472,1497484861487,0
1497484863473,1497484861487,1
1497484863474,1497484861488,0
1497484863475,1497484861488,1
1497484863476,1497484861489,0
1497484863477,1497484861489,1
1497484863478,1497484861490,0
1497484863479,1497484861490,1
1497484863480,1497484861491,0
1497484863481,1497484861491,1
1497484863482,1497484861492,0
1497484863483,1497484861492,1
1497484863484,1497484861493,0
1497484863485,1497484861493,1
1497484863486,1497484861494,0
1497484863487,1497484861494,1
1497484863488,1497484861495,0
1497484863489,1497484861495,1
1497484863490,1497484861496,0
1497484863491,1497484861496,1
1497484863492,1497484861497,0
1497484863493,1497484861497,1
1497484863494,1497484861498,0
1497484863495,1497484861498,1
1497484863496,1497484861499,0
1497484863497,1497484861499,1
1497484863498,1497484861500,0
1497484863499,1497484861500,1
1497484863500,1497484861501,0
1497484863501,1497484861501,1
1497484863502,1497484861502,0
1497484863503,1497484861502,1
1497484863504,1497484861503,0
1497484863505,1497484861503,1
1497484863506,1497484861504,0
1497484863507,1497484861504,1
1497484863508,1497484861505,0
1497484863509,1497484861505,1
1497484863510,1497484861506,0
1497484863511,1497484861506,1
1497484863512,1497484861507,0
1497484863513,1497484861507,1
1497484863514,1497484861508,0
1497484863515,1497484861508,1
1497484863516,1497484861509,0
1497484863517,1497484861509,1
1497484863518,1497484861510,0
1497484863519,1497484861510,1
1497484863520,1497484861511,0
1497484863521,1497484861511,1
1497484863522,1497484861512,0
1497484863523,1497484861512,1
1497484863524,1497484861513,0
1497484863525,1497484861513,1
1497484863526,1497484861514,0
1497484863527,1497484861514,1
1497484863528,1497484861515,0
1497484863529,1497484861515,1
1497484863530,1497484861516,0
1497484863531,1497484861516,1
1497484863532,1497484861517,0
1497484863533,1497484861517,1
1497484863534,1497484861518,0
1497484863535,1497484861518,1
1497484863536,1497484861519,0
1497484863537,1497484861519,1
1497484863538,1497484861520,0
1497484863539,1497484861520,1
1497484863540,1497484861521,0
1497484863541,1497484861521,1
1497484863542,1497484861522,0
1497484863543,1497484861522,1
1497484863544,1497484861523,0
1497484863545,1497484861523,1
1497484863546,1497484861524,0
1497484863547,1497484861524,1
1497484863548,1497484861525,0
1497484863549,1497484861525,1
1497484863550,1497484861526,0
1497484863551,1497484861526,1
1497484863552,1497484861527,0
1497484863553,1497484861527,1
1497484863554,1497484861528,0
1497484863555,1497484861528,1
1497484863556,1497484861529,0
1497484863557,1497484861529,1
1497484863558,1497484861530,0
1497484863559,1497484861530,1
1497484863560,1497484861531,0
1497484863561,1497484861531,1
1497484863562,1497484861532,0
1497484863563,1497484861532,1
1497484863564,1497484861533,0
1497484863565,1497484861533,1
1497484863566,1497484861534,0
1497484863567,1497484861534,1
1497484863568,1497484861535,0
1497484863569,1497484861535,1
1497484863570,1497484861536,0
1497484863571,1497484861536,1
1497484863572,1497484861537,0
1497484863573,1497484861537,1
1497484863574,1497484861538,0
1497484863575,1497484861538,1
1497484863576,1497484861539,0
1497484863577,1497484861539,1
1497484863578,1497484861540,0
1497484863579,1497484861540,1
1497484863580,1497484861541,0
1497484863581,1497484861541,1
1497484863582,1497484861542,0
1497484863583,1497484861542,1
1497484863584,1497484861543,0
1497484863585,1497484861543,1
1497484863586,1497484861544,0
1497484863587,1497484861544,1
1497484863588,1497484861545,0
1497484863589,1497484861545,1
1497484863590,1497484861546,0
1497484863591,1497484861546,1
1497484863592,1497484861547,0
1497484863593,1497484861547,1
1497484863594,1497484861548,0
1497484863595,1497484861548,1
1497484863596,1497484861549,0
1497484863597,1497484861549,1
1497484863598,1497484861550,0
1497484863599,1497484861550,1
1497484863600,1497484861551,0
1497484863601,1497484861551,1
1497484863602,1497484861552,0
1497484863603,1497484861552,1
1497484863604,1497484861553,0
1497484863605,1497484861553,1
1497484863606,1497484861554,0
1497484863607,1497484861554,1
1497484863608,1497484861555,0
1497484863609,1497484861555,1
1497484863610,1497484861556,0
1497484863611,1497484861556,1
1497484863612,1497484861557,0
1497484863613,1497484861557,1
1497484863614,1497484861558,0
1497484863615,1497484861558,1
1497484863616,1497484861559,0
1497484863617,1497484861559,1
1497484863618,1497484861560,0
1497484863619,1497484861560,1
1497484863620,1497484861561,0
1497484863621,1497484861561,1
1497484863622,1497484861562,0
1497484863623,1497484861562,1
1497484863624,1497484861563,0
1497484863625,1497484861563,1
1497484863626,1497484861564,0
1497484863627,1497484861564,1
1497484863628,1497484861565,0
1497484863629,1497484861565,1
1497484863630,1497484861566,0
1497484863631,1497484861566,1
1497484863632,1497484861567,0
1497484863633,1497484861567,1
1497484863634,1497484861568,0
1497484863635,1497484861568,1
1497484863636,1497484861569,0
1497484863637,1497484861569,1
1497484863638,1497484861570,0
1497484863639,1497484861570,1
1497484863640,1497484861571,0
1497484863641,1497484861571,1
1497484863642,1497484861572,0
1497484863643,1497484861572,1
1497484863644,1497484861573,0
1497484863645,1497484861573,1
1497484863646,1497484861574,0
1497484863647,1497484861574,1
1497484863648,1497484861575,0
1497484863649,1497484861575,1
1497484863650,1497484861576,0
1497484863651,1497484861576,1
1497484863652,1497484861577,0
1497484863653,1497484861577,1
1497484863654,1497484861578,0
1497484863655,1497484861578,1
1497484863656,1497484861579,0
1497484863657,1497484861579,1
1497484863658,1497484861580,0
1497484863659,1497484861580,1
1497484863660,1497484861581,0
1497484863661,1497484861581,1
1497484863662,1497484861582,0
1497484863663,1497484861582,1
1497484863664,1497484861583,0
1497484863665,1497484861583,1
1497484863666,1497484861584,0
1497484863667,1497484861584,1
1497484863668,1497484861585,0
1497484863669,1497484861585,1
1497484863670,1497484861586,0
1497484863671,1497484861586,1
1497484863672,1497484861587,0
1497484863673,1497484861587,1
1497484863674,1497484861588,0
1497484863675,1497484861588,1
1497484863676,1497484861589,0
1497484863677,1497484861589,1
1497484863678,1497484861590,0
1497484863679,1497484861590,1
1497484863680,1497484861591,0
1497484863681,1497484861591,1
1497484863682,1497484861592,0
1497484863683,1497484861592,1
1497484863684,1497484861593,0
1497484863685,1497484861593,1
1497484863686,1497484861594,0
1497484863687,1497484861594,1
1497484863688,1497484861595,0
1497484863689,1497484861595,1
1497484863690,1497484861596,0
1497484863691,1497484861596,1
1497484863692,1497484861597,0
1497484863693,1497484861597,1
1497484863694,1497484861598,0
1497484863695,1497484861598,1
1497484863696,1497484861599,0
1497484863697,1497484861599,1
1497484863698,1497484861600,0
1497484863699,1497484861600,1
1497484863700,1497484861601,0
1497484863701,1497484861601,1
1497484863702,1497484861602,0
1497484863703,1497484861602,1
1497484863704,1497484861603,0
1497484863705,1497484861603,1
1497484863706,1497484861604,0
1497484863707,1497484861604,1
1497484863708,1497484861605,0
1497484863709,1497484861605,1
1497484863710,1497484861606,0
1497484863711,1497484861606,1
1497484863712,1497484861607,0
1497484863713,1497484861607,1
1497484863714,1497484861608,0
1497484863715,1497484861608,1
1497484863716,1497484861609,0
1497484863717,1497484861609,1
1497484863718,1497484861610,0
1497484863719,1497484861610,1
1497484863720,1497484861611,0
1497484863721,1497484861611,1
1497484863722,1497484861612,0
1497484863723,1497484861612,1
1497484863724,1497484861613,0
1497484863725,1497484861613,1
1497484863726,1497484861614,0
1497484863727,1497484861614,1
1497484863728,1497484861615,0
1497484863729,1497484861615,1
1497484863730,1497484861616,0
1497484863731,1497484861616,1
1497484863732,1497484861617,0
1497484863733,1497484861617,1
1497484863734,1497484861618,0
1497484863735,1497484861618,1
1497484863736,1497484861619,0
1497484863737,1497484861619,1
1497484863738,1497484861620,0
1497484863739,1497484861620,1
1497484863740,1497484861621,0
1497484863741,1497484861621,1
1497484863742,1497484861622,0
1497484863743,1497484861622,1
1497484863744,1497484861623,0
1497484863745,1497484861623,1
1497484863746,1497484861624,0
1497484863747,1497484861624,1
1497484863748,1497484861625,0
1497484863749,1497484861625,1
1497484863750,1497484861626,0
1497484863751,1497484861626,1
1497484863752,1497484861627,0
1497484863753,1497484861627,1
1497484863754,1497484861628,0
1497484863755,1497484861628,1
1497484863756,1497484861629,0
1497484863757,1497484861629,1
1497484863758,1497484861630,0
1497484863759,1497484861630,1
1497484863760,1497484861631,0
1497484863761,1497484861631,1
1497484863762,1497484861632,0
1497484863763,1497484861632,1
1497484863764,1497484861633,0
1497484863765,1497484861633,1
1497484863766,1497484861634,0
1497484863767,1497484861634,1
1497484863768,1497484861635,0
1497484863769,1497484861635,1
1497484863770,1497484861636,0
1497484863771,1497484861636,1
1497484863772,1497484861637,0
1497484863773,1497484861637,1
1497484863774,1497484861638,0
1497484863775,1497484861638,1
1497484863776,1497484861639,0
1497484863777,1497484861639,1
1497484863778,1497484861640,0
1497484863779,1497484861640,1
1497484863780,1497484861641,0
1497484863781,1497484861641,1
1497484863782,1497484861642,0
1497484863783,1497484861642,1
1497484863784,1497484861643,0
1497484863785,1497484861643,1
1497484863786,1497484861644,0
1497484863787,1497484861644,1
1497484863788,1497484861645,0
1497484863789,1497484861645,1
1497484863790,1497484861646,0
1497484863791,1497484861646,1
1497484863792,1497484861647,0
1497484863793,1497484861647,1
1497484863794,1497484861648,0
1497484863795,1497484861648,1
1497484863796,1497484861649,0
1497484863797,1497484861649,1
1497484863798,1497484861650,0
1497484863799,1497484861650,1
1497484863800,1497484861651,0
1497484863801,1497484861651,1
1497484863802,1497484861652,0
1497484863803,1497484861652,1
1497484863804,1497484861653,0
1497484863805,1497484861653,1
1497484863806,1497484861654,0
1497484863807,1497484861654,1
1497484863808,1497484861655,0
1497484863809,1497484861655,1
1497484863810,1497484861656,0
1497484863811,1497484861656,1
1497484863812,1497484861657,0
1497484863813,1497484861657,1
1497484863814,1497484861658,0
1497484863815,1497484861658,1
1497484863816,1497484861659,0
1497484863817,1497484861659,1
1497484863818,1497484861660,0
1497484863819,1497484861660,1
1497484863820,1497484861661,0
1497484863821,1497484861661,1
1497484863822,1497484861662,0
1497484863823,1497484861662,1
1497484863824,1497484861663,0
1497484863825,1497484861663,1
1497484863826,1497484861664,0
1497484863827,1497484861664,1
1497484863828,1497484861665,0
1497484863829,1497484861665,1
1497484863830,1497484861666,0
1497484863831,1497484861666,1
1497484863832,1497484861667,0
1497484863833,1497484861667,1
1497484863834,1497484861668,0
1497484863835,1497484861668,1
1497484863836,1497484861669,0
1497484863837,1497484861669,1
1497484863838,1497484861670,0
1497484863839,1497484861670,1
1497484863840,1497484861671,0
1497484863841,1497484861671,1
1497484863842,1497484861672,0
1497484863843,1497484861672,1
1497484863844,1497484861673,0
1497484863845,1497484861673,1
1497484863846,1497484861674,0
1497484863847,1497484861674,1
1497484863848,1497484861675,0
1497484863849,1497484861675,1
1497484863850,1497484861676,0
1497484863851,1497484861676,1
1497484863852,1497484861677,0
1497484863853,1497484861677,1
1497484863854,1497484861678,0
1497484863855,1497484861678,1
1497484863856,1497484861679,0
1497484863857,1497484861679,1
1497484863858,1497484861680,0
1497484863859,1497484861680,1
1497484863860,1497484861681,0
1497484863861,1497484861681,1
1497484863862,1497484861682,0
1497484863863,1497484861682,1
1497484863864,1497484861683,0
1497484863865,1497484861683,1
1497484863866,1497484861684,0
1497484863867,1497484861684,1
1497484863868,1497484861685,0
1497484863869,1497484861685,1
1497484863870,1497484861686,0
1497484863871,1497484861686,1
1497484863872,1497484861687,0
1497484863873,1497484861687,1
1497484863874,1497484861688,0
1497484863875,1497484861688,1
1497484863876,1497484861689,0
1497484863877,1497484861689,1
1497484863878,1497484861690,0
1497484863879,1497484861690,1
1497484863880,1497484861691,0
1497484863881,1497484861691,1
1497484863882,1497484861692,0
1497484863883,1497484861692,1
1497484863884,1497484861693,0
1497484863885,1497484861693,1
1497484863886,1497484861694,0
1497484863887,1497484861694,1
1497484863888,1497484861695,0
1497484863889,1497484861695,1
1497484863890,1497484861696,0
1497484863891,1497484861696,1
1497484863892,1497484861697,0
1497484863893,1497484861697,1
1497484863894,1497484861698,0
1497484863895,1497484861698,1
1497484863896,1497484861699,0
1497484863897,1497484861699,1
1497484863898,1497484861700,0
1497484863899,1497484861700,1
1497484863900,1497484861701,0
1497484863901,1497484861701,1
1497484863902,1497484861702,0
1497484863903,1497484861702,1
1497484863904,1497484861703,0
1497484863905,1497484861703,1
1497484863906,1497484861704,0
1497484863907,1497484861704,1
1497484863908,1497484861705,0
1497484863909,1497484861705,1
1497484863910,1497484861706,0
1497484863911,1497484861706,1
1497484863912,1497484861707,0
1497484863913,1497484861707,1
1497484863914,1497484861708,0
1497484863915,1497484861708,1
1497484863916,1497484861709,0
1497484863917,1497484861709,1
1497484863918,1497484861710,0
1497484863919,1497484861710,1
1497484863920,1497484861711,0
1497484863921,1497484861711,1
1497484863922,1497484861712,0
1497484863923,1497484861712,1
1497484863924,1497484861713,0
1497484863925,1497484861713,1
1497484863926,1497484861714,0
1497484863927,1497484861714,1
1497484863928,1497484861715,0
1497484863929,1497484861715,1
1497484863930,1497484861716,0
